,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height
2069,1,96,84,76,81,37,73,81,66,28,87,96,78,88,187
2072,5,74,37,56,63,89,79,60,64,90,28,79,58,27,187
2073,5,69,54,62,65,86,81,60,42,86,41,69,59,45,192
2074,2,71,78,85,86,57,64,85,91,56,82,66,85,77,168
2075,5,61,61,70,64,86,76,58,44,86,58,67,62,64,193
2076,2,82,76,83,90,25,59,90,91,13,81,79,86,76,170
2077,3,63,77,89,81,61,64,65,77,62,80,62,91,76,175
2078,5,75,49,56,64,89,77,62,58,89,43,76,53,43,186
2079,3,79,67,78,76,83,84,77,79,83,70,79,77,65,175
2080,3,77,74,83,83,76,75,81,76,72,82,77,84,65,180
2081,4,79,69,80,84,82,80,77,82,80,69,80,75,67,174
2082,2,77,78,87,87,42,70,78,80,29,80,75,88,76,175
2083,1,96,84,75,80,37,71,80,66,28,87,96,77,88,187
2084,4,93,69,75,83,81,75,90,86,81,77,93,68,73,170
2087,2,83,77,83,88,35,64,92,92,25,79,77,88,72,171
2088,1,77,83,63,78,40,89,58,52,28,89,78,74,89,188
2089,1,88,86,77,90,24,66,91,85,14,85,85,80,89,176
2090,1,77,84,72,80,42,80,83,59,24,88,79,78,85,184
2091,5,66,53,71,69,85,80,71,78,84,51,65,68,42,174
2092,4,87,70,76,82,78,69,81,80,70,63,89,67,60,172
2094,4,80,62,77,77,82,79,74,60,85,71,83,70,59,182
2095,5,78,40,62,65,85,78,70,62,83,31,78,56,32,186
2097,3,76,78,83,82,64,69,76,63,56,84,77,86,78,183
2099,1,76,83,71,79,42,80,82,59,24,87,78,77,84,184
2100,1,75,82,63,77,40,88,58,52,28,88,76,74,88,188
2101,3,74,75,86,84,64,68,78,78,58,76,74,88,70,180
2102,2,89,74,80,86,50,63,87,82,43,78,86,83,75,175
2103,5,66,58,70,64,86,79,60,49,85,56,69,60,45,186
2104,2,82,74,83,86,39,58,89,81,30,79,80,85,73,173
2105,3,75,72,84,87,63,72,85,83,57,77,74,87,67,180
2106,2,82,74,82,87,33,56,91,91,24,76,77,87,70,171
2108,5,72,56,56,53,85,82,71,62,83,49,75,45,53,183
2109,2,83,77,81,87,55,70,88,83,49,83,82,85,73,177
2111,1,86,82,75,84,34,76,87,84,23,86,87,77,86,175
2112,3,68,58,83,87,78,68,87,94,78,71,64,84,52,165
2113,2,82,77,80,88,30,58,92,80,25,81,79,83,80,179
2114,1,88,86,76,90,23,66,91,85,14,85,85,79,89,176
2115,1,73,85,72,79,42,82,74,62,41,86,77,73,89,188
2116,2,76,76,85,85,45,60,77,81,38,79,74,86,75,177
2117,3,80,79,80,81,81,84,81,84,78,84,78,77,75,176
2118,2,90,78,79,88,36,55,94,93,30,79,86,81,73,169
2119,5,78,51,55,62,86,84,65,69,88,50,83,52,44,186
2120,3,72,75,83,89,58,64,90,85,49,81,68,85,69,174
2121,5,52,61,71,67,85,79,55,59,80,57,54,75,55,190
2124,5,34,47,57,51,86,80,44,46,86,38,34,59,46,187
2125,3,74,83,81,77,69,84,60,55,63,80,78,85,82,189
2127,3,33,70,87,75,76,71,54,67,70,77,33,87,56,183
2128,2,71,84,81,79,53,86,77,77,48,85,73,83,84,176
2129,1,70,83,64,76,46,79,53,57,46,86,71,73,85,182
2130,3,72,74,83,86,61,73,86,77,54,82,68,86,72,177
2132,2,82,82,79,88,40,74,85,79,33,74,80,81,82,178
2133,5,52,57,68,64,87,81,57,38,88,49,54,63,48,188
2135,5,72,69,64,62,86,74,53,42,83,53,76,59,57,198
2136,5,78,51,55,60,85,83,63,67,87,50,83,52,44,186
2137,1,72,85,78,84,35,65,82,67,23,87,71,83,87,181
2138,5,52,61,70,65,84,78,54,58,80,57,54,74,55,190
2141,2,68,75,84,85,32,54,89,89,25,82,63,87,77,170
2142,3,79,78,78,81,81,84,81,84,78,83,78,76,75,176
2143,2,71,71,85,83,64,69,84,86,57,79,69,88,67,174
2146,5,73,64,73,71,82,79,74,56,81,54,73,68,56,189
2147,4,79,56,75,74,84,77,75,73,86,64,79,68,46,178
2148,5,76,39,62,67,86,75,65,61,87,35,77,59,28,187
2149,3,69,77,80,81,68,76,77,75,62,83,69,81,76,177
2150,3,72,75,82,89,57,62,90,85,49,81,68,84,69,174
2151,5,77,46,56,62,84,84,60,48,84,48,77,49,50,192
2152,2,76,76,84,84,44,59,77,81,38,79,74,85,75,177
2153,2,92,78,78,86,48,63,90,88,41,78,88,80,72,170
2154,4,87,64,75,81,79,76,79,76,76,72,90,70,57,180
2155,3,67,70,76,72,81,88,57,53,76,68,68,77,64,194
2156,2,70,70,78,89,31,61,86,84,16,82,67,82,75,176
2157,1,82,82,66,74,34,84,62,48,27,84,86,69,84,190
2158,5,80,19,42,60,86,82,69,60,88,25,80,22,10,189
2159,3,71,75,85,82,55,74,77,78,50,80,69,89,71,178
2160,3,70,58,73,67,81,87,59,52,75,52,73,73,42,186
2161,2,72,75,80,86,39,62,83,82,25,77,69,84,76,176
2162,3,51,66,81,72,72,77,55,62,71,78,54,86,49,185
2163,5,77,45,60,63,85,78,58,47,84,44,78,56,40,191
2164,1,73,84,71,78,42,81,74,62,41,85,77,72,88,188
2165,2,77,79,80,86,34,64,83,75,25,80,77,81,77,187
2166,3,54,59,74,74,82,85,49,46,78,65,54,77,55,187
2167,1,85,81,64,81,24,74,81,75,12,87,85,66,88,181
2168,3,69,71,80,83,71,81,68,64,65,77,66,83,68,188
2169,5,65,50,66,61,86,78,49,55,86,54,71,52,45,189
2172,5,72,55,56,53,83,81,71,62,81,48,75,45,52,183
2173,2,85,80,79,82,42,76,78,67,26,83,87,79,77,186
2174,2,90,72,80,89,25,52,96,94,16,82,85,83,70,163
2175,1,79,82,59,77,26,68,75,77,17,88,80,60,89,181
2176,3,74,75,83,86,58,67,85,58,49,78,75,86,73,187
2177,5,61,24,45,53,86,82,33,55,87,24,64,24,11,190
2179,5,66,53,71,68,83,80,69,76,82,51,65,68,42,174
2180,3,52,72,79,75,78,77,53,59,70,69,52,82,66,184
2181,2,88,78,76,87,29,64,94,73,19,80,89,74,74,180
2183,4,82,45,74,79,82,79,82,79,85,61,85,58,41,173
2192,2,84,76,81,88,18,60,89,84,10,75,83,80,70,175
2193,2,83,73,80,84,33,64,84,75,23,78,83,84,75,178
2195,3,69,64,73,70,81,82,69,72,75,55,69,72,50,185
2196,5,27,41,56,48,88,75,29,28,88,43,28,58,36,198
2197,4,81,59,73,76,79,80,75,77,76,68,84,62,45,182
2198,3,50,50,76,71,79,81,57,64,68,68,49,79,27,183
2199,3,51,76,83,75,75,74,67,63,68,80,52,85,70,183
2200,2,82,79,81,86,24,64,92,77,15,77,79,80,75,175
2201,2,73,78,85,83,38,59,83,85,32,74,73,85,72,170
2203,5,68,47,62,66,85,77,64,60,84,32,68,64,44,182
2204,1,81,83,77,85,45,80,82,88,39,84,80,78,84,173
2205,4,84,58,74,77,79,79,75,62,82,68,89,72,54,180
2206,2,72,71,85,85,63,66,80,82,58,75,68,86,69,175
2207,2,71,76,83,82,71,71,82,84,67,76,67,84,73,170
2209,4,75,75,81,77,80,74,75,85,81,75,75,76,70,170
2210,3,77,52,73,80,81,77,81,87,80,50,76,73,38,173
2211,5,70,43,56,62,82,82,58,59,81,28,72,53,37,182
2212,5,67,58,52,61,84,76,62,51,83,45,66,56,56,193
2214,5,54,35,52,62,84,79,62,56,84,40,54,55,40,187
2216,5,67,67,70,68,83,81,62,55,81,65,66,62,60,189
2217,2,89,75,78,87,36,55,93,92,30,76,86,80,71,169
2218,1,79,84,75,79,35,67,83,77,23,87,78,76,87,173
2219,3,68,64,73,73,82,80,65,66,77,69,69,76,59,185
2220,5,67,44,54,61,83,81,58,54,84,39,70,47,49,190
2221,1,83,81,66,78,31,64,79,84,22,88,79,72,89,175
2222,1,64,82,69,72,38,83,60,52,26,84,64,75,84,192
2223,3,66,76,78,76,81,85,58,55,76,80,68,80,70,189
2224,2,84,79,78,81,42,76,78,67,26,82,86,78,77,186
2225,1,70,78,60,73,42,85,60,54,28,89,72,62,85,190
2227,3,52,72,78,74,78,76,53,59,70,69,52,81,66,184
2228,2,81,73,77,88,33,56,93,87,24,77,75,80,73,175
2229,1,89,79,78,87,26,60,93,93,23,83,88,85,81,164
2230,3,67,59,70,71,83,82,66,62,79,51,67,69,46,187
2231,5,63,51,66,58,84,76,73,59,85,50,65,64,48,182
2232,2,77,75,79,83,43,46,86,80,37,81,77,83,75,179
2234,2,79,68,75,87,34,49,92,92,30,82,74,80,77,175
2235,2,82,76,77,84,37,62,84,82,30,84,78,74,80,167
2236,5,60,24,43,53,85,82,33,55,86,24,63,23,11,190
2237,5,70,57,63,60,83,79,66,69,82,50,73,52,58,184
2240,4,74,67,81,78,80,75,75,73,79,68,74,74,59,180
2241,3,76,48,68,73,81,86,78,92,79,58,76,72,31,171
2242,4,85,66,73,77,80,85,76,78,80,74,85,71,65,176
2244,2,89,72,79,88,25,51,95,93,16,82,85,82,70,163
2246,2,77,79,79,84,39,67,84,81,30,82,76,81,82,175
2247,2,90,79,81,84,33,58,81,78,21,75,88,79,80,176
2248,2,90,77,75,85,33,65,87,78,28,80,90,79,75,183
2249,4,82,45,72,79,81,78,82,79,84,61,85,57,41,173
2250,2,76,73,80,83,70,72,81,70,67,80,77,82,72,179
2251,5,69,45,51,52,84,83,57,51,85,24,70,27,37,185
2252,1,73,79,66,73,47,88,66,57,34,87,76,72,81,188
2254,3,72,72,81,84,70,74,84,83,66,80,68,86,71,182
2255,5,72,46,70,68,85,78,58,50,86,51,77,74,36,195
2257,3,75,75,80,84,64,73,84,76,40,79,71,84,76,172
2258,1,80,80,79,85,47,76,82,78,28,81,80,84,82,181
2259,3,80,66,75,78,81,84,74,91,75,68,80,77,65,169
2261,1,83,81,63,80,24,74,80,74,12,87,83,64,88,181
2262,2,92,76,75,88,55,68,92,79,52,77,93,67,71,178
2263,5,75,26,43,57,84,86,53,48,85,24,79,34,19,195
2264,3,82,79,82,83,66,73,79,77,59,80,81,80,75,181
2265,2,79,81,79,88,40,74,85,79,33,73,77,81,81,178
2266,2,82,77,79,83,28,73,72,63,25,83,82,79,81,184
2267,3,69,71,79,81,71,81,66,62,65,77,66,81,68,188
2268,3,61,68,72,72,82,84,66,57,73,66,62,68,59,184
2270,3,59,67,73,71,80,87,39,31,73,69,63,69,59,190
2271,1,82,82,73,85,29,64,92,77,20,86,77,68,85,176
2272,5,70,69,63,62,85,74,53,42,82,53,73,58,57,198
2274,1,71,84,76,84,35,64,82,67,23,85,70,80,85,181
2276,3,53,59,74,74,80,83,49,46,76,65,53,77,55,187
2277,3,65,77,82,81,78,72,71,56,80,74,65,84,70,175
2278,3,68,62,69,74,83,88,65,60,80,66,68,67,52,188
2281,5,74,67,81,78,80,75,75,73,79,68,74,74,59,180
2283,2,82,77,79,83,28,73,72,63,25,83,82,79,81,184
2289,3,39,64,91,76,48,55,44,64,40,48,33,94,58,177
2290,3,41,65,77,70,76,82,47,50,68,50,41,74,54,187
2291,4,77,51,72,76,83,73,79,87,82,68,75,62,33,174
2294,1,73,82,72,82,31,68,76,75,22,86,72,71,86,175
2295,2,68,77,81,80,30,60,69,64,14,79,69,86,74,186
2297,4,68,56,70,74,84,83,71,66,86,71,68,66,49,178
2298,1,74,79,80,85,41,67,84,83,29,82,72,83,81,174
2299,3,63,72,80,76,73,74,73,73,70,72,63,79,67,180
2300,1,72,83,62,73,28,78,64,55,20,87,75,62,86,189
2301,1,73,83,71,74,40,80,66,60,22,83,72,72,84,187
2302,5,61,41,57,59,84,76,55,56,85,30,62,49,27,190
2304,3,71,64,80,74,74,76,76,78,70,55,69,80,52,178
2305,5,70,65,69,67,84,80,65,73,85,56,72,63,64,181
2306,3,77,72,75,83,73,84,83,62,67,71,77,76,66,185
2307,4,75,53,66,74,82,80,68,76,84,66,75,59,40,176
2308,2,78,76,81,84,38,57,82,92,35,80,78,84,75,175
2309,5,62,38,48,52,82,82,52,52,79,33,68,28,35,191
2310,3,74,72,82,82,73,69,82,83,75,78,72,81,69,172
2313,5,63,44,51,54,84,82,34,34,83,30,69,51,38,192
2314,3,82,66,80,83,66,66,84,88,57,68,80,82,60,169
2315,4,79,66,73,74,81,80,67,67,79,70,82,70,61,184
2316,2,77,73,78,83,24,48,83,84,20,76,75,86,71,170
2317,3,66,63,75,75,80,82,71,71,76,67,64,73,64,185
2318,3,71,74,77,82,73,80,82,60,69,75,74,78,71,186
2319,5,66,54,63,63,84,81,62,62,81,49,67,65,43,186
2320,3,60,75,84,75,66,74,70,74,59,78,55,84,69,175
2321,5,65,42,63,53,83,80,48,58,84,31,69,49,32,189
2322,4,79,68,72,78,81,78,77,74,83,76,79,70,65,177
2323,2,73,72,79,83,47,67,83,76,30,76,70,83,73,172
2324,5,52,47,67,66,82,82,57,46,83,45,55,60,38,192
2325,5,59,54,48,58,82,81,57,50,81,24,63,22,45,190
2326,5,62,33,62,56,81,84,61,55,79,32,68,49,23,187
2328,2,78,75,78,82,51,80,76,57,47,79,78,80,75,192
2329,2,68,81,82,78,53,68,72,62,55,80,69,84,81,186
2330,3,60,76,82,80,76,67,71,56,78,74,60,84,70,175
2331,3,58,64,71,69,79,87,38,31,73,66,62,68,57,190
2332,2,82,77,81,82,60,73,79,77,54,78,81,80,74,181
2333,3,76,69,81,84,62,73,83,87,61,80,74,85,64,172
2334,3,54,77,87,78,59,73,73,68,52,79,53,85,75,180
2335,3,54,73,73,69,83,83,54,38,85,82,54,74,72,195
2336,3,72,72,81,84,64,71,84,83,61,80,68,86,71,182
2337,2,92,75,73,87,50,68,91,79,48,76,93,66,71,178
2338,2,86,77,78,84,53,72,87,94,51,77,84,79,74,169
2339,5,58,40,60,63,82,81,54,41,82,21,55,56,33,188
2340,5,72,46,68,68,84,76,58,50,85,51,77,72,36,195
2341,5,67,41,58,65,84,71,62,60,85,32,66,50,25,189
2342,3,61,68,71,71,80,84,66,57,72,66,62,68,59,184
2344,3,68,59,66,74,83,87,65,60,80,63,68,65,50,188
2345,2,93,74,75,86,44,62,93,85,39,79,91,73,72,172
2346,5,74,26,43,56,82,86,53,48,83,24,78,34,19,195
2347,1,83,79,69,79,23,73,59,56,14,83,86,76,81,189
2348,1,78,81,57,76,26,66,75,76,17,87,79,58,88,181
2349,1,79,80,78,84,40,72,82,78,24,81,79,83,82,181
2350,2,93,71,72,86,46,61,90,91,48,81,92,76,73,170
2352,4,85,79,78,81,76,76,87,84,73,82,84,75,76,173
2354,5,63,35,52,56,83,75,60,54,85,29,65,41,34,186
2355,5,75,64,70,70,82,78,68,66,80,58,75,56,51,181
2356,2,65,77,79,84,43,76,71,48,33,74,67,84,77,186
2358,2,88,75,76,84,28,64,91,71,19,77,89,74,72,180
2359,1,93,80,63,77,54,79,77,79,52,86,93,72,84,178
2360,2,88,80,75,85,30,72,87,73,22,81,88,77,80,183
2361,2,91,79,70,87,42,76,86,85,35,80,91,70,82,184
2364,5,81,41,53,59,82,83,67,65,82,36,83,35,33,187
2371,5,34,47,55,51,84,78,44,46,84,38,34,56,46,187
2372,3,78,60,70,77,80,80,77,82,77,69,76,73,48,174
2373,5,75,61,66,68,82,83,57,51,79,41,75,59,55,193
2374,3,51,76,82,74,74,73,66,62,67,80,52,83,70,183
2375,3,74,70,82,76,76,81,74,71,72,74,73,80,67,182
2376,4,85,66,74,81,78,84,75,86,78,76,85,67,58,181
2378,4,90,63,74,74,79,81,70,74,77,62,93,68,51,178
2379,2,76,76,75,79,61,77,74,58,57,84,73,77,77,188
2380,2,93,75,73,84,35,75,90,87,33,79,91,71,78,175
2381,2,90,77,71,82,35,65,83,81,24,85,90,75,74,178
2382,3,76,48,68,73,80,83,78,92,78,58,76,72,31,171
2383,2,92,73,71,86,45,66,86,84,37,82,92,72,78,175
2384,1,71,81,64,79,36,74,86,75,16,84,68,68,82,177
2385,2,79,72,79,86,45,61,88,83,46,79,77,83,77,173
2386,3,70,57,72,66,80,87,58,51,74,51,73,72,41,186
2387,2,85,78,76,82,25,66,86,79,12,79,83,80,79,177
2388,2,79,72,83,82,41,61,77,76,31,72,74,83,69,178
2389,2,83,73,80,81,40,66,77,79,23,82,79,84,70,173
2391,3,74,74,80,81,65,70,81,74,53,79,72,84,67,178
2392,2,81,73,81,85,26,66,90,85,20,78,78,85,74,170
2393,5,60,42,65,60,83,82,56,58,80,39,62,56,37,185
2394,3,33,70,86,74,72,70,53,66,66,77,33,86,56,183
2395,3,67,59,69,70,82,82,65,61,78,51,67,68,46,187
2396,1,77,80,64,73,32,81,68,56,25,85,80,62,84,187
2397,2,74,66,74,87,34,49,92,92,30,79,69,78,74,175
2398,3,82,68,78,85,58,62,91,81,43,76,79,83,65,178
2399,5,72,27,58,57,82,78,48,34,83,27,78,61,19,194
2400,3,81,77,81,83,60,69,85,86,52,80,78,81,75,172
2401,2,92,79,75,86,47,63,90,83,38,75,90,79,74,172
2402,2,81,77,77,83,45,72,85,85,47,74,79,78,77,172
2403,2,83,76,78,87,48,66,93,84,45,78,82,80,77,174
2423,3,55,69,78,74,68,75,60,56,53,74,55,82,62,183
2424,1,65,83,76,80,33,64,70,59,23,84,64,79,82,187
2425,1,74,82,74,80,36,71,79,74,20,83,75,75,84,179
2426,3,54,81,83,75,68,75,59,60,63,78,54,78,76,183
2428,3,52,66,80,73,76,67,58,63,74,66,52,85,59,188
2429,1,66,82,69,75,36,79,63,56,22,81,66,76,82,189
2430,1,77,78,71,79,25,70,74,54,17,82,78,76,77,186
2432,5,71,62,66,52,83,81,51,39,82,48,75,42,51,189
2433,1,78,80,65,83,23,64,87,77,11,86,77,74,84,174
2436,3,77,75,76,78,76,78,79,79,72,68,77,75,70,176
2437,3,67,76,83,77,69,76,71,73,67,77,66,78,68,176
2438,4,76,75,85,75,78,76,71,65,78,76,81,86,69,178
2441,2,76,76,81,79,53,76,77,75,55,73,73,85,73,185
2442,5,68,61,67,59,80,75,60,57,80,41,67,51,52,183
2444,2,93,77,73,80,38,66,82,79,33,79,93,73,82,176
2445,1,71,80,64,78,36,72,85,75,16,83,68,68,81,177
2446,3,67,76,82,78,74,74,74,77,71,71,68,82,71,174
2447,2,85,77,74,82,25,66,86,79,12,78,83,78,78,177
2448,5,54,44,52,50,82,84,62,57,82,31,54,50,53,191
2449,2,79,78,79,84,43,65,78,71,37,79,77,81,75,183
2450,2,58,75,82,76,66,76,65,63,54,85,61,82,73,184
2451,2,88,77,77,83,47,65,86,74,40,80,87,67,78,182
2452,5,68,36,52,60,84,77,58,54,85,29,69,46,25,188
2453,2,81,80,80,82,56,73,75,76,54,78,83,82,74,180
2454,5,73,52,49,50,82,81,57,43,81,42,74,44,46,190
2455,3,69,70,78,79,68,75,75,75,57,78,71,82,69,177
2456,2,80,74,77,85,65,66,86,85,67,78,76,78,73,172
2457,4,77,53,72,75,81,73,75,70,83,61,75,66,39,178
2458,4,82,64,78,78,77,71,81,78,79,73,82,70,58,172
2459,4,84,72,77,78,74,73,78,77,71,75,84,71,67,179
2461,1,89,80,68,74,34,72,77,65,23,81,89,71,83,185
2462,2,82,75,74,84,56,70,82,80,52,78,85,76,76,175
2463,5,72,35,56,63,81,79,62,62,81,36,75,34,23,184
2464,1,78,82,75,84,33,68,79,69,26,83,79,78,82,183
2465,3,73,77,77,76,76,80,69,71,71,82,76,78,72,184
2466,1,77,79,65,75,32,84,74,48,25,76,79,73,79,190
2467,2,90,76,70,82,35,63,83,81,24,84,90,74,74,178
2468,3,50,63,68,65,80,79,46,55,73,54,54,59,58,186
2470,2,76,73,81,82,48,67,75,77,44,74,76,82,63,182
2472,4,87,61,75,73,78,74,80,76,83,78,90,76,61,178
2473,2,35,76,85,83,45,64,67,56,41,74,34,88,73,184
2474,3,76,74,78,78,72,72,71,72,70,76,74,81,73,179
2475,3,61,60,71,69,80,81,71,63,75,66,59,79,58,182
2476,3,72,67,76,76,78,81,66,71,81,69,69,75,65,180
2477,4,90,63,72,73,78,81,70,73,77,62,93,67,51,178
2478,2,90,77,75,85,47,63,89,83,38,74,89,79,73,172
2479,5,76,44,67,70,79,75,68,78,78,54,78,67,33,180
2481,5,59,53,68,63,81,79,59,68,77,57,60,62,48,180
2482,3,70,54,70,76,79,81,76,85,78,64,70,74,45,178
2483,3,60,62,77,69,79,73,53,45,72,68,61,80,58,187
2484,3,68,72,79,76,75,80,66,68,69,75,69,81,66,186
2485,1,72,82,59,74,39,85,67,72,25,83,75,65,83,182
2486,4,88,62,73,78,74,79,77,74,66,80,91,66,59,180
2487,4,86,61,71,78,79,76,84,76,80,72,86,64,54,175
2488,2,87,75,70,84,31,59,83,82,25,80,87,73,75,178
2489,5,61,56,77,76,81,76,73,75,80,66,58,77,46,180
2490,2,83,73,76,84,32,52,90,55,18,75,80,77,75,171
2491,1,80,80,72,84,29,62,91,77,20,84,76,68,83,176
2492,3,81,66,80,83,67,69,82,75,64,80,81,82,61,182
2494,3,67,62,71,70,82,82,64,65,81,60,67,65,55,187
2495,2,88,81,74,82,36,67,83,78,23,80,86,76,79,184
2496,5,60,42,64,60,81,81,56,58,79,39,62,56,37,185
2497,3,75,76,83,82,59,71,87,84,54,76,75,85,73,180
2498,2,81,74,80,83,58,66,85,86,51,77,78,80,73,172
2499,2,91,75,75,83,31,61,87,82,27,82,92,77,76,179
2500,5,73,46,62,68,84,69,67,69,83,58,70,43,43,184
2501,1,82,82,72,79,26,72,74,56,18,80,84,72,79,186
2502,1,88,78,72,80,35,75,81,69,30,82,88,73,81,182
2503,2,78,73,76,82,56,75,70,59,56,71,78,81,70,189
2504,1,76,83,76,80,31,72,74,75,24,81,77,76,85,180
2505,3,74,75,77,79,71,73,74,74,63,80,73,78,75,174
2506,5,64,49,57,58,83,77,33,41,85,20,64,52,37,192
2507,3,77,64,76,78,79,80,79,82,76,78,76,79,62,175
2508,1,79,81,78,79,39,82,73,81,17,80,79,80,81,179
2510,2,91,69,73,87,26,60,93,77,20,78,92,72,74,179
2511,5,72,56,61,60,82,79,67,64,85,48,72,46,42,181
2512,1,83,80,59,79,27,73,84,78,16,83,84,63,83,185
2513,3,77,64,80,77,70,68,82,74,63,72,77,83,57,180
2514,2,88,74,77,82,48,68,83,78,38,78,90,81,75,173
2515,2,89,81,74,83,28,67,87,78,25,79,91,76,82,174
2516,2,91,72,70,86,45,65,86,84,37,81,91,71,77,175
2517,4,92,67,71,81,74,75,83,83,73,74,93,63,53,178
2518,5,58,39,49,44,83,80,33,33,82,26,63,30,20,195
2519,2,93,76,74,84,19,58,88,86,11,75,93,69,76,178
2520,5,66,28,47,55,83,79,54,58,83,29,69,31,22,193
2521,3,80,66,74,77,80,83,74,90,75,68,80,76,65,169
2522,2,83,77,76,87,31,75,88,89,24,83,83,78,78,173
2523,2,72,70,83,82,39,61,77,76,30,70,68,83,68,178
2528,4,83,63,72,77,79,78,73,76,80,62,84,70,57,173
2529,1,77,85,62,80,25,66,84,89,24,87,77,68,86,170
2530,2,92,75,77,86,30,56,91,88,24,68,91,74,71,175
2531,2,89,71,77,87,31,60,93,95,24,76,86,78,69,165
2533,1,66,80,68,73,31,73,58,42,11,85,65,71,82,193
2534,1,81,82,61,76,38,74,74,63,31,80,84,59,84,184
2535,1,77,81,69,79,26,75,69,50,16,75,78,71,82,189
2536,2,81,76,77,83,36,63,84,71,31,79,78,79,74,179
2537,5,54,53,69,64,81,76,54,64,77,41,55,63,48,188
2538,2,87,67,79,82,37,51,84,79,22,82,87,80,65,182
2539,1,83,79,77,85,34,65,92,87,28,82,82,80,83,170
2540,3,82,67,82,85,59,69,77,70,49,67,77,88,58,178
2541,4,83,71,70,73,80,81,69,60,83,64,83,57,70,178
2543,2,73,78,82,80,46,65,79,68,40,75,72,88,74,180
2544,3,53,59,65,70,81,85,57,57,78,59,54,62,51,185
2545,2,91,69,73,87,26,60,93,77,20,78,92,72,74,179
2552,2,76,73,81,82,48,67,75,77,44,74,76,82,63,182
2555,5,76,44,67,70,79,75,68,78,78,54,78,67,33,180
2556,4,74,65,73,73,79,77,77,74,80,64,72,64,59,177
2558,4,84,65,73,79,76,83,74,84,76,75,84,67,58,181
2559,4,82,63,71,77,78,77,73,76,79,62,83,70,57,173
2560,3,72,65,74,75,77,79,69,62,75,64,75,63,63,187
2561,5,44,54,49,40,81,86,26,42,81,34,53,32,46,191
2563,2,89,71,75,86,31,58,92,94,24,76,86,76,69,165
2564,2,77,74,82,80,59,71,78,77,55,76,77,83,72,179
2565,2,88,70,75,83,28,50,87,87,27,74,88,76,66,170
2566,2,82,86,75,77,39,71,69,72,33,83,81,75,85,182
2567,4,83,43,65,73,79,68,77,75,80,66,85,59,34,176
2568,3,69,69,78,79,72,83,76,77,72,72,69,78,62,188
2569,3,76,72,72,74,75,80,66,70,76,81,77,74,66,183
2570,2,79,75,80,82,67,70,82,76,67,73,76,79,71,175
2571,5,54,53,67,64,80,75,54,64,77,41,55,62,48,188
2572,3,54,67,82,80,72,69,78,73,67,67,50,82,61,180
2573,4,76,66,73,79,78,72,70,76,77,70,76,69,65,179
2574,3,76,72,80,79,66,71,79,59,59,74,76,80,69,181
2575,2,78,74,76,81,63,79,86,81,54,75,78,75,75,176
2577,1,85,80,73,83,25,64,82,80,18,85,84,78,81,179
2578,4,65,61,64,61,86,84,57,47,87,61,66,57,57,185
2579,1,86,78,68,80,27,68,81,69,16,79,85,66,79,180
2580,3,64,71,84,83,55,66,74,78,50,60,60,86,57,180
2581,5,73,60,69,68,77,83,66,58,75,54,74,66,58,184
2582,3,52,59,65,68,80,84,56,56,78,59,53,62,51,185
2583,2,81,74,75,78,72,85,76,63,69,76,82,68,72,187
2584,1,74,79,79,81,38,71,76,76,35,83,73,80,78,180
2586,3,74,70,81,75,71,80,74,71,68,74,73,80,67,182
2587,5,72,40,58,59,83,77,60,54,84,30,73,50,25,191
2588,1,82,69,78,85,32,60,80,79,24,78,79,84,66,179
2589,2,88,70,74,85,36,48,94,93,32,79,85,76,64,172
2590,2,88,73,72,84,32,62,86,79,25,76,89,75,72,177
2591,2,81,76,76,83,45,69,85,85,47,74,79,77,76,172
2593,3,68,67,76,75,73,74,69,78,70,74,68,78,61,178
2594,1,86,75,71,80,34,79,85,64,23,81,85,72,77,185
2595,3,80,73,77,82,71,76,82,82,68,76,80,76,65,173
2596,3,73,72,81,78,75,76,77,66,77,75,73,81,67,183
2597,2,83,75,73,86,48,64,92,84,45,77,82,75,76,174
2598,4,77,51,69,69,79,79,68,65,79,54,79,52,37,180
2599,2,76,68,80,82,31,67,72,71,25,78,78,84,64,184
2600,5,77,40,56,62,82,78,78,69,82,45,78,54,37,182
2601,3,75,72,77,85,62,63,79,77,47,77,74,80,69,174
2602,2,91,75,74,83,26,73,86,75,22,75,91,71,74,180
2603,2,86,75,72,84,24,58,87,76,16,76,83,70,78,178
2604,2,90,77,72,84,30,76,84,84,24,75,89,73,72,176
2605,1,80,80,59,77,38,77,77,68,28,85,80,66,81,186
2606,2,91,76,74,82,32,68,86,77,19,80,91,77,74,180
2607,5,73,50,58,55,80,81,48,52,80,53,77,57,47,190
2608,5,70,31,55,51,82,75,64,58,81,30,74,46,27,188
2609,4,82,51,70,78,79,79,80,75,81,73,86,65,44,185
2611,2,74,80,80,78,41,57,76,76,32,75,73,79,74,178
2612,3,76,66,78,78,78,82,75,70,78,70,79,80,60,188
2613,2,90,71,75,81,39,72,76,72,35,73,90,73,69,184
2614,2,73,77,82,77,46,65,77,66,40,75,72,88,74,180
2615,2,87,64,77,82,37,51,84,79,22,79,87,78,63,182
2616,2,75,74,74,78,61,77,74,58,57,82,73,76,75,188
2617,1,83,78,76,84,34,63,91,86,28,81,82,79,82,170
2618,3,72,71,75,78,64,79,71,53,56,80,71,81,69,185
