,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
1610,Paloschi,77,ST,,700,3,4,M \ M,77,72,56,73,22,80,"182cm | 5'11""",0,380,-,82,71,12,86,76,59,83
1611,Imbula,77,CM,,850,3,3,H \ M,77,61,71,76,74,78,"186cm | 6'1""",0,437,-,75,74,71,75,75,76,51
1612,Gómez,77,LW,,700,4,4,H \ L,89,72,73,83,27,54,"165cm | 5'4""",0,398,-,93,95,20,75,87,73,65
1613,Bailly,77,CB,,1.4K,2,2,H \ L,79,42,52,57,79,80,"187cm | 6'1""",0,389,-,68,67,75,36,79,35,33
1614,Bodmer,77,CB,,700,2,4,M \ M,53,73,74,69,77,80,"190cm | 6'2""",0,426,-,56,41,75,54,50,70,68
1615,Koné,77,ST,,700,4,4,M \ M,80,76,62,77,35,74,"182cm | 5'11""",0,404,-,75,61,22,78,83,67,76
1616,Moukandjo,77,ST,,700,3,3,H \ L,91,76,70,78,29,64,"180cm | 5'10""",0,408,-,84,70,25,77,91,65,79
1617,Kritciuk,77,GK,,700,1,2,M \ M,79,77,73,81,49,76,"192cm | 6'3""",0,435,-,36,41,18,18,47,35,19
1618,Adán,77,GK,,700,1,2,M \ M,76,81,77,80,55,78,"190cm | 6'2""",0,447,-,51,51,11,11,55,35,11
1619,Lasogga,77,ST,,700,2,3,H \ M,65,80,55,68,38,82,"189cm | 6'2""",0,388,-,47,55,29,78,71,57,78
1620,Keita,77,LW,,850,4,4,H \ L,90,72,72,83,28,71,"181cm | 5'11""",1,416,-,80,78,17,69,91,69,69
1621,Moralez,77,RW,,700,3,4,M \ M,87,68,76,83,27,52,"160cm | 5'2""",0,393,-,96,95,22,77,84,80,68
1622,Bolasie,77,LM,,1.5K,5,4,H \ M,88,69,68,84,30,80,"185cm | 6'0""",0,419,-,85,76,27,70,88,60,64
1623,Coman,77,LW,,1.5K,3,3,M \ L,92,71,69,81,19,53,"178cm | 5'10""",1,385,-,91,81,11,65,91,62,66
1624,Sánchez,77,RM,,700,3,3,H \ H,90,73,75,76,44,72,"170cm | 5'6""",0,430,-,83,80,37,74,90,75,69
1625,Leandro Damião,77,ST,,700,4,2,M \ L,62,79,56,72,38,79,"188cm | 6'2""",0,386,-,54,46,32,82,70,58,80
1626,Jones,77,CDM,,700,2,4,H \ H,73,69,72,72,73,87,"184cm | 6'0""",0,446,-,68,66,67,67,73,69,60
1627,Markovic,77,RM,,900,4,3,M \ M,90,67,71,83,37,55,"175cm | 5'8""",0,403,-,86,82,30,74,88,74,69
1628,Stekelenburg,77,GK,,1.1K,1,4,M \ M,81,75,82,79,35,76,"197cm | 6'5""",0,428,-,35,27,18,13,45,19,11
1629,Caulker,77,CB,,700,2,2,M \ H,73,32,56,61,79,78,"191cm | 6'3""",0,379,-,64,57,79,25,77,43,32
1630,Matri,77,ST,,700,2,3,M \ L,79,75,58,72,30,70,"183cm | 6'0""",0,384,-,73,65,22,84,79,60,80
1631,Chahechouhe,77,CAM,,700,4,4,H \ M,87,78,71,79,33,58,"176cm | 5'9""",0,406,-,81,75,26,83,90,73,79
1632,Miguel Lopes,77,RB,,700,3,4,H \ M,75,42,72,75,77,80,"182cm | 5'11""",0,421,-,70,66,77,76,75,67,32
1633,Wanyama,77,CDM,,700,2,3,M \ H,66,66,67,72,78,89,"188cm | 6'2""",0,438,-,72,66,74,64,69,64,62
1634,Vestergaard,77,CB,,700,2,3,M \ M,40,46,55,45,79,81,"199cm | 6'6""",0,346,-,29,29,75,43,34,50,34
1635,Stekelenburg,77,GK,,900,1,4,M \ M,81,75,82,79,35,76,"197cm | 6'5""",0,428,-,35,27,18,13,45,19,11
1636,Paloschi,77,ST,,700,3,4,M \ M,77,72,56,73,22,80,"182cm | 5'11""",0,380,-,82,71,12,86,76,59,83
1637,Diabaté,77,ST,,700,3,2,M \ L,58,78,60,68,25,82,"194cm | 6'4""",0,371,-,41,50,21,83,63,56,80
1638,Bruma,77,CB,,700,2,3,M \ M,62,54,63,59,77,82,"189cm | 6'2""",0,397,-,52,47,75,49,69,61,38
1639,Pablo Sarabia,77,LM,,700,4,4,H \ M,78,69,74,82,30,52,"174cm | 5'8""",0,385,-,79,86,27,71,79,71,70
1640,Halilovic,77,CAM,,1.8K,4,3,M \ L,81,66,77,79,49,55,"170cm | 5'6""",0,407,-,84,69,51,68,78,80,62
1641,Jony,77,LM,,700,3,3,H \ M,82,76,74,78,57,68,"179cm | 5'10""",0,435,-,78,65,56,77,82,73,78
1642,Bailly,77,CB,,900,2,2,H \ L,79,42,52,57,79,80,"187cm | 6'1""",0,389,-,68,67,75,36,79,35,33
1643,Cerci,77,RW,,900,4,3,M \ L,85,74,77,82,33,72,"180cm | 5'10""",0,423,-,80,78,24,75,86,74,71
1644,Ocampos,77,RM,,700,4,3,M \ L,78,72,75,78,51,65,"187cm | 6'1""",0,419,-,84,58,45,74,79,75,73
1645,Vangioni,77,LB,,850,3,2,H \ M,88,66,70,73,74,73,"177cm | 5'9""",0,444,-,70,67,74,70,85,69,58
1646,Bifouma,77,ST,,850,2,3,M \ M,91,76,55,78,28,72,"180cm | 5'10""",0,400,-,90,76,18,74,91,60,78
1647,Harnik,77,RM,,700,3,4,H \ M,79,75,73,74,41,78,"186cm | 6'1""",0,420,-,69,64,39,82,79,76,75
1648,Gentiletti,77,CB,,700,2,2,M \ M,69,36,58,62,79,75,"182cm | 5'11""",0,379,-,61,62,80,29,69,52,13
1649,Zúñiga,77,LB,,700,4,2,H \ M,89,65,70,81,72,74,"172cm | 5'7""",0,451,-,90,86,72,73,89,59,56
1650,Kostic,77,LM,,700,4,2,H \ M,89,72,73,79,39,72,"184cm | 6'0""",0,424,-,75,72,35,71,88,72,72
1651,Halilovic,77,CAM,,850,4,3,M \ L,81,66,77,79,49,55,"170cm | 5'6""",0,407,-,84,69,51,68,78,80,62
1652,Bifouma,77,ST,,700,2,3,M \ M,91,76,55,78,28,72,"180cm | 5'10""",0,400,-,90,76,18,74,91,60,78
1653,Milik,77,ST,,900,2,3,M \ M,74,81,62,71,37,73,"186cm | 6'1""",0,398,-,69,63,29,75,75,60,83
1654,Sánchez,77,CDM,,700,2,3,H \ M,67,58,70,70,73,87,"182cm | 5'11""",0,425,-,62,53,65,57,67,68,47
1655,Montañés,77,LM,,700,3,4,H \ M,86,67,72,83,38,68,"172cm | 5'7""",0,414,-,89,86,37,78,84,71,64
1656,Matri,77,ST,,700,2,3,M \ L,79,75,58,72,30,70,"183cm | 6'0""",0,384,-,73,65,22,84,79,60,80
1657,Bolasie,77,LM,,900,5,4,H \ M,88,69,68,84,30,80,"185cm | 6'0""",0,419,-,85,76,27,70,88,60,64
1658,De Silvestri,77,RB,,850,2,3,H \ M,82,57,66,71,76,80,"186cm | 6'1""",0,432,-,72,58,73,66,84,49,40
1659,Fernández,77,CAM,,950,5,4,H \ L,77,72,81,84,52,63,"178cm | 5'10""",0,429,-,80,82,45,75,76,81,67
1660,Xandão,77,CB,,700,2,2,M \ M,53,42,53,57,79,79,"194cm | 6'4""",0,363,-,49,36,77,43,55,48,35
1661,Nyom,77,RB,,850,2,2,H \ M,81,47,63,64,78,84,"189cm | 6'2""",0,417,-,50,50,77,51,85,54,27
1662,Okore,77,CB,,700,2,3,M \ H,81,41,50,60,76,83,"183cm | 6'0""",0,391,-,61,57,72,43,83,40,34
1663,Janmaat,77,RB,,700,3,3,H \ M,75,63,70,74,77,81,"185cm | 6'0""",0,440,-,72,66,78,73,75,72,55
1664,Douglas,77,CB,,800,2,2,M \ H,64,48,54,56,77,83,"192cm | 6'3""",0,382,-,51,55,74,43,67,48,38
1665,Wollscheid,77,CB,,700,2,4,M \ M,51,39,51,41,80,78,"194cm | 6'4""",0,340,-,46,34,77,38,52,52,40
1666,Markovic,77,RM,,800,4,3,M \ M,90,67,71,83,37,55,"175cm | 5'8""",0,403,-,86,82,30,74,88,74,69
1667,Eliseu,76,LB,,700,3,4,M \ M,81,72,68,72,74,81,"176cm | 5'9""",0,448,-,75,78,72,72,84,59,60
1668,José Bosingwa,76,RB,,700,3,4,H \ H,83,55,71,75,75,76,"183cm | 6'0""",0,435,-,74,72,74,63,83,65,48
1669,César Navas,76,CB,,700,2,5,M \ H,45,39,55,46,81,78,"197cm | 6'5""",0,344,-,31,33,81,31,55,54,25
1670,Crouch,76,ST,,900,3,3,M \ M,53,76,69,69,32,70,"201cm | 6'7""",0,369,-,56,29,31,82,53,75,77
1671,Routledge,76,LM,,700,4,4,H \ H,81,66,70,81,36,64,"170cm | 5'6""",0,398,-,82,87,30,72,79,74,69
1672,Starke,76,GK,,700,1,3,M \ M,78,75,66,79,42,76,"194cm | 6'4""",0,416,-,36,32,11,7,52,34,13
1673,Kerzhakov,76,ST,,700,3,3,H \ M,77,74,74,74,35,74,"176cm | 5'9""",0,408,-,74,71,41,81,78,76,70
1674,Koné,76,ST,,800,4,4,M \ M,78,75,61,76,35,74,"182cm | 5'11""",0,399,-,75,61,22,77,81,66,75
1675,Gülüm,76,CB,,800,2,2,L \ H,60,53,55,60,75,85,"185cm | 6'0""",0,388,-,59,53,72,39,54,44,48
1676,Briand,76,ST,,700,3,3,H \ H,78,74,68,71,47,75,"183cm | 6'0""",0,413,-,77,65,43,76,82,71,75
1677,Brown,76,CDM,,700,3,3,H \ H,81,65,73,76,70,79,"175cm | 5'8""",0,444,-,85,77,72,68,81,73,62
1678,Ciani,76,CB,,700,2,3,M \ M,64,41,44,45,77,82,"192cm | 6'3""",0,353,-,46,43,76,33,68,24,26
1679,Brouwers,76,CB,,700,2,3,M \ M,36,46,44,41,80,72,"192cm | 6'3""",0,319,-,40,43,81,41,39,34,54
1680,Olic,76,ST,,700,3,4,H \ H,72,78,63,70,36,81,"182cm | 5'11""",0,400,-,72,75,21,78,75,65,78
1681,Maggio,76,RB,,700,2,2,M \ M,79,70,71,74,71,81,"184cm | 6'0""",0,446,-,74,67,65,74,79,58,67
1682,Moras,76,CB,,700,2,3,L \ H,54,21,53,46,80,70,"193cm | 6'3""",0,324,-,33,33,81,29,54,47,14
1683,Bedimo,76,LB,,700,3,3,H \ H,76,60,73,73,77,79,"180cm | 5'10""",0,438,-,68,68,77,74,76,75,48
1684,Civelli,76,CB,,700,2,3,M \ M,49,51,53,41,77,79,"193cm | 6'3""",0,350,-,34,32,78,34,45,48,47
1685,McGeady,76,RM,,850,5,4,H \ M,82,68,72,82,42,64,"177cm | 5'9""",1,410,-,90,75,34,66,80,66,66
1686,Ansotegi,76,CB,,1.2K,2,2,L \ M,43,33,52,42,80,78,"192cm | 6'3""",0,328,-,31,32,82,39,54,47,24
1687,Arango,76,CM,,700,3,3,M \ L,66,78,81,77,35,65,"180cm | 5'10""",0,402,-,70,66,30,76,68,80,68
1688,Assou-Ekotto,76,LB,,700,2,3,H \ H,81,56,73,76,76,77,"180cm | 5'10""",0,439,-,74,82,79,60,81,63,40
1689,Abraham,76,CB,,700,2,2,M \ M,74,55,60,58,76,76,"188cm | 6'2""",0,399,-,61,54,77,42,78,55,48
1690,Víctor,76,ST,,700,3,4,M \ M,68,74,70,77,38,80,"180cm | 5'10""",0,407,-,66,76,30,79,67,73,71
1691,Djourou,76,CB,,700,2,3,H \ M,70,36,58,60,77,75,"191cm | 6'3""",0,376,-,51,37,75,44,74,46,35
1692,Naismith,76,CAM,,3.4K,3,3,H \ H,77,74,67,78,50,79,"178cm | 5'10""",0,425,-,78,68,41,84,77,77,78
1693,Onuoha,76,CB,,700,2,2,M \ M,77,36,59,60,76,79,"188cm | 6'2""",0,387,-,53,51,77,40,79,57,32
1694,Fletcher,76,ST,,850,2,3,M \ L,69,75,60,71,31,73,"186cm | 6'1""",0,379,-,76,65,23,78,69,67,80
1695,M'Bia,76,CDM,,950,2,3,M \ H,71,63,66,65,75,85,"189cm | 6'2""",0,425,-,56,77,65,63,73,63,56
1696,Vargas,76,LM,,750,3,3,M \ M,76,77,78,75,72,78,"180cm | 5'10""",0,456,-,70,66,69,72,78,71,69
1697,Denisov,76,LB,,700,2,3,H \ H,84,51,66,67,75,76,"178cm | 5'10""",0,419,-,69,70,76,40,83,63,40
1698,Bocchetti,76,CB,,850,2,2,M \ H,74,51,55,61,78,75,"186cm | 6'1""",0,394,-,68,64,79,31,74,51,45
1699,Diego Capel,76,LM,,750,4,2,H \ M,87,66,68,85,43,51,"173cm | 5'8""",0,400,-,93,94,32,73,83,64,64
1700,Spolli,76,CB,,700,2,3,M \ H,46,39,35,45,80,79,"193cm | 6'3""",0,324,-,34,33,80,20,55,25,36
1701,Elia,76,LW,,700,4,3,M \ M,90,64,68,83,32,64,"176cm | 5'9""",0,401,-,85,81,22,70,88,67,59
1702,Forster,76,GK,,700,1,5,M \ M,74,77,74,82,32,76,"201cm | 6'7""",0,415,-,32,42,13,13,35,14,13
1703,Tyton,76,GK,,700,1,2,M \ M,80,73,70,80,51,74,"194cm | 6'4""",0,428,-,48,37,14,13,49,20,14
1704,Johnson,76,LM,,700,3,5,M \ M,87,53,73,78,70,71,"183cm | 6'0""",0,432,-,76,75,70,76,89,72,42
1705,Prödl,76,CB,,700,2,2,M \ M,52,36,48,40,78,79,"194cm | 6'4""",0,333,-,39,33,77,37,52,46,34
1706,Diakité,76,CB,,950,2,3,M \ H,72,41,45,44,77,80,"192cm | 6'3""",0,359,-,33,33,79,39,79,35,21
1707,Okaka Chuka,76,ST,,750,2,5,M \ M,76,74,54,73,26,78,"186cm | 6'1""",0,381,-,69,58,15,78,78,55,75
1708,Jedinák,76,CDM,,750,2,3,M \ H,55,68,68,61,78,83,"188cm | 6'2""",0,413,-,56,66,75,52,59,68,59
1709,De Maio,76,CB,,700,2,3,M \ H,67,31,37,38,77,83,"189cm | 6'2""",0,333,-,57,45,79,19,68,34,20
1710,Langkamp,76,CB,,700,2,3,M \ M,66,27,46,43,80,75,"191cm | 6'3""",0,337,-,52,49,82,25,68,38,18
1711,Alessandrini,76,RM,,850,4,4,M \ M,91,76,71,79,29,56,"173cm | 5'8""",0,402,-,91,89,15,76,91,62,71
1712,Stoch,76,LM,,900,4,4,H \ L,88,76,71,80,28,52,"169cm | 5'6""",0,395,-,85,89,24,74,88,65,72
1713,Tarasov,76,CDM,,700,2,3,M \ M,67,56,68,69,77,82,"192cm | 6'3""",0,419,-,62,43,77,60,69,69,46
1714,Mpoku,76,LM,,750,3,4,M \ L,79,78,74,79,51,76,"180cm | 5'10""",0,437,-,77,72,39,71,80,75,75
1715,Maicon,76,LM,,700,3,3,M \ M,93,70,69,74,32,72,"183cm | 6'0""",0,410,-,85,64,24,75,93,63,71
1716,Michel Macedo,76,RB,,800,2,3,H \ M,88,46,63,71,71,79,"176cm | 5'9""",1,418,-,87,79,67,62,92,54,41
1717,Bolasie,76,LW,,1.5K,5,4,H \ M,88,68,66,83,30,79,"185cm | 6'0""",0,414,-,84,76,27,69,88,59,64
1718,Gonzalez,76,CB,,2.7K,2,3,M \ H,65,36,52,44,78,83,"196cm | 6'5""",0,358,-,44,46,77,35,69,49,31
1719,Pantilimon,76,GK,,950,1,2,M \ M,76,77,68,78,48,79,"203cm | 6'7""",0,426,-,33,22,14,12,42,16,11
1720,Braithwaite,76,ST,,800,4,4,H \ L,88,77,73,80,33,75,"180cm | 5'10""",0,426,-,90,81,32,76,88,75,79
1721,Lasogga,76,ST,,750,2,3,H \ M,60,79,54,67,38,82,"189cm | 6'2""",0,380,-,47,55,29,78,66,56,78
1722,Wollscheid,76,CB,,750,2,4,M \ M,51,39,48,41,79,76,"194cm | 6'4""",0,334,-,46,34,77,38,52,49,40
1723,Bell,76,CB,,700,2,3,M \ M,65,40,55,52,80,72,"192cm | 6'3""",0,364,-,53,47,80,33,67,47,34
1724,Torsiglieri,76,CB,,700,2,3,M \ M,37,44,61,48,80,80,"190cm | 6'2""",0,350,-,41,34,81,40,41,54,39
1725,Vanaken,76,CAM,,700,3,5,H \ H,58,71,75,74,42,63,"193cm | 6'3""",0,383,-,60,58,25,82,62,83,73
1726,Musa,76,ST,,1.7K,4,3,H \ M,93,76,65,82,28,53,"168cm | 5'6""",0,397,-,90,88,20,79,92,66,78
1727,Brooks,76,CB,,750,2,3,M \ M,74,36,53,50,80,72,"193cm | 6'3""",0,365,-,60,51,80,32,78,51,33
1728,Campbell,76,RM,,750,4,2,H \ M,88,72,72,78,38,73,"178cm | 5'10""",0,421,-,85,75,38,75,87,68,65
1729,Sánchez,76,RM,,2K,3,3,H \ H,90,71,74,75,44,71,"170cm | 5'6""",0,425,-,82,79,37,72,90,74,68
1730,Atsu,76,LW,,850,3,2,H \ M,92,67,70,80,32,52,"172cm | 5'7""",0,393,-,88,92,29,74,90,70,65
1731,Siovas,76,CB,,700,2,3,M \ H,47,38,51,61,79,82,"191cm | 6'3""",0,358,-,52,44,80,28,50,46,23
1732,Bruma,76,RM,,900,4,4,H \ M,93,66,70,84,28,62,"173cm | 5'8""",0,403,-,92,90,21,68,93,67,63
1733,Correa,76,ST,,800,4,4,M \ L,83,77,64,86,48,59,"174cm | 5'8""",0,417,-,86,85,46,78,83,69,77
1734,Buffarini,76,RB,,950,2,3,H \ M,88,63,66,75,73,83,"170cm | 5'6""",0,448,-,81,78,72,69,87,62,53
1735,Keita,76,LW,,700,4,4,H \ L,90,70,70,81,28,71,"181cm | 5'11""",0,410,-,79,77,17,68,91,68,68
1736,Carlos Mané,76,LM,,900,3,3,H \ M,87,73,69,81,40,52,"172cm | 5'7""",0,402,-,91,92,27,80,87,74,73
1737,Erdogan,76,LW,,700,4,4,H \ M,90,69,68,81,22,66,"171cm | 5'7""",0,396,-,85,85,20,73,90,68,68
1738,Dyer,76,RM,,900,4,3,H \ H,91,74,67,81,38,66,"167cm | 5'5""",0,417,-,86,95,33,74,90,66,77
1739,Kucka,76,CM,,850,2,3,M \ M,66,72,74,75,75,88,"186cm | 6'1""",0,450,-,74,50,70,72,67,73,64
1740,Hernâni,76,RW,,800,4,3,M \ M,90,65,70,81,22,60,"178cm | 5'10""",0,388,-,85,69,14,74,92,70,61
1741,Vanderlei,76,GK,,700,1,2,M \ M,78,72,70,84,54,77,"195cm | 6'4""",0,435,-,58,31,12,12,59,37,11
1742,Luan,76,RW,,700,3,2,H \ M,88,71,63,78,42,63,"170cm | 5'6""",0,405,-,87,85,41,77,89,67,74
1743,Kerzhakov,76,ST,,700,3,3,H \ M,77,74,74,74,35,74,"176cm | 5'9""",0,408,-,74,71,41,81,78,76,70
1744,Sánchez,76,RM,,700,3,3,H \ H,90,71,74,75,44,71,"170cm | 5'6""",0,425,-,82,79,37,72,90,74,68
1745,Gonzalez,76,CB,,750,2,3,M \ H,65,36,52,44,78,83,"196cm | 6'5""",0,358,-,44,46,77,35,69,49,31
1746,Atsu,76,CM,,900,3,2,H \ M,92,67,70,80,32,52,"172cm | 5'7""",0,393,-,88,92,29,74,90,70,65
1747,Spolli,76,CB,,700,2,3,M \ H,46,39,35,45,80,79,"193cm | 6'3""",0,324,-,34,33,80,20,55,25,36
1748,Naismith,76,CAM,,700,3,3,H \ H,77,74,67,78,50,79,"178cm | 5'10""",0,425,-,78,68,41,84,77,77,78
1749,Pantilimon,76,GK,,700,1,2,M \ M,76,77,68,78,48,79,"203cm | 6'7""",0,426,-,33,22,14,12,42,16,11
1750,Atsu,76,CM,,800,3,2,H \ M,92,67,70,80,32,52,"172cm | 5'7""",0,393,-,88,92,29,74,90,70,65
1751,McGeady,76,RM,,950,5,4,H \ M,82,68,72,82,42,64,"177cm | 5'9""",0,410,-,90,75,34,66,80,66,66
1752,Sio,76,ST,,700,3,3,H \ L,88,77,72,77,22,75,"180cm | 5'10""",0,411,-,83,81,17,72,89,73,80
1753,Pogba,76,CB,,700,2,3,M \ H,69,45,61,54,77,85,"188cm | 6'2""",0,391,-,57,52,77,36,73,42,21
1754,Schmeichel,76,GK,,700,1,3,M \ M,79,72,85,81,44,73,"185cm | 6'0""",0,434,-,58,47,14,14,55,56,12
1755,Vormer,76,CM,,700,2,3,H \ H,67,74,76,69,70,79,"178cm | 5'10""",0,435,-,63,71,66,80,68,73,69
1756,Carcela-Gonzalez,76,RM,,700,4,3,M \ L,83,72,71,83,32,54,"179cm | 5'10""",0,395,-,89,80,21,74,80,65,68
1757,Naldo,76,CB,,700,2,3,M \ M,56,38,49,51,79,74,"188cm | 6'2""",0,347,-,63,51,80,26,56,38,29
1758,Álvaro,76,CB,,700,2,3,M \ H,74,30,59,57,78,75,"180cm | 5'10""",0,373,-,69,67,78,45,75,39,22
1759,Hassan,76,ST,,700,2,5,M \ L,64,79,52,69,30,79,"191cm | 6'3""",0,373,-,59,45,28,76,66,60,82
1760,Tah,76,CB,,800,2,4,M \ M,68,27,56,56,76,77,"194cm | 6'4""",0,360,-,46,34,76,27,73,65,19
1761,Mahrez,76,RM,,1.4K,4,4,M \ M,82,74,74,83,31,61,"179cm | 5'10""",1,405,-,90,81,25,75,82,79,71
1762,Sinclair,76,LW,,950,4,2,H \ M,88,73,68,81,33,61,"177cm | 5'9""",0,404,-,90,81,19,76,88,69,74
1763,Mendy,76,CDM,,850,3,3,M \ H,75,55,71,74,76,79,"168cm | 5'6""",0,430,-,78,85,79,36,75,68,51
1764,Acerbi,76,CB,,700,2,3,M \ M,54,41,48,50,80,73,"192cm | 6'3""",0,346,-,34,41,80,20,54,42,22
1765,Bakkali,76,RW,,800,4,4,M \ L,88,68,68,84,17,45,"170cm | 5'6""",0,370,-,84,93,13,57,85,61,65
1766,Gelson Martins,76,RM,,700,4,4,H \ M,92,69,68,83,34,61,"186cm | 6'1""",0,407,-,88,70,21,78,93,77,66
1767,Sergio Rico,76,GK,,700,1,3,M \ M,76,75,74,79,45,77,"194cm | 6'4""",0,426,-,58,61,18,11,54,45,14
1768,Bruno César,76,LM,,800,3,3,M \ M,71,80,81,77,48,70,"177cm | 5'9""",0,427,-,71,82,43,75,71,76,77
1769,N'Doye,76,CM,,700,2,2,H \ H,58,71,71,70,75,91,"192cm | 6'3""",0,436,-,48,49,73,78,58,76,67
1770,Ansotegi,76,CB,,700,2,2,L \ M,43,33,52,42,80,78,"192cm | 6'3""",0,328,-,31,32,82,39,54,47,24
1771,Diakité,76,CB,,1.1K,2,3,M \ H,72,41,45,44,77,80,"192cm | 6'3""",0,359,-,33,33,79,39,79,35,21
1772,Fletcher,76,ST,,700,2,3,M \ L,69,75,60,71,31,73,"186cm | 6'1""",0,379,-,76,65,23,78,69,67,80
1773,Aziz,76,CB,,850,2,3,M \ H,77,32,54,60,77,79,"183cm | 6'0""",0,379,-,70,72,79,24,77,44,26
1774,Kim Shin Wook,76,ST,,0,3,3,M \ M,67,78,63,68,46,84,"196cm | 6'5""",0,406,-,43,43,54,79,62,72,80
1775,Suk Hyun Jun,76,ST,,700,3,4,H \ M,74,78,62,74,35,80,"190cm | 6'2""",0,403,-,64,53,25,76,75,68,79
1776,Williams,76,RW,,1.3K,4,3,H \ H,93,74,72,75,34,81,"186cm | 6'1""",0,429,-,82,46,23,67,95,70,72
1777,Marega,76,ST,,750,2,3,M \ M,84,75,47,69,29,84,"186cm | 6'1""",0,388,-,75,54,23,73,85,56,77
1778,Fortounis,76,CAM,,750,3,4,H \ M,75,74,76,79,37,67,"183cm | 6'0""",0,408,-,83,75,38,72,77,74,70
1779,Berezutskiy,76,CB,,700,2,3,L \ M,40,47,67,52,80,82,"190cm | 6'2""",0,368,-,52,58,83,39,33,56,33
1780,Goretzka,76,CM,,950,4,4,M \ M,81,69,76,77,72,71,"189cm | 6'2""",0,446,-,74,71,66,76,84,72,65
1781,Douglão,76,CB,,700,2,3,M \ H,44,36,51,42,78,82,"193cm | 6'3""",0,333,-,32,33,76,32,53,41,23
1782,Recio,76,CM,,700,2,3,M \ M,65,64,74,73,70,71,"183cm | 6'0""",0,417,-,68,61,73,68,64,76,58
1783,Tiago Volpi,76,GK,,700,1,2,M \ M,82,69,62,83,59,76,"185cm | 6'0""",0,431,-,63,47,17,9,58,39,14
1784,Depoitre,76,ST,,700,2,3,H \ H,73,73,62,64,37,86,"188cm | 6'2""",0,395,-,39,36,15,77,73,80,75
1785,Emenike,76,ST,,800,3,4,H \ L,86,74,61,75,26,81,"182cm | 5'11""",0,403,-,72,68,19,76,86,61,71
1786,Dyer,76,RM,,800,4,3,H \ H,91,74,67,81,38,66,"167cm | 5'5""",0,417,-,86,95,33,74,90,66,77
1787,Hernâni,76,RW,,850,4,3,M \ M,90,65,70,81,22,60,"178cm | 5'10""",0,388,-,85,69,14,74,92,70,61
1788,Bedimo,76,LB,,700,3,3,H \ H,76,60,73,73,77,79,"180cm | 5'10""",0,438,-,68,68,77,74,76,75,48
1789,Tyton,76,GK,,700,1,2,M \ M,80,73,70,80,51,74,"194cm | 6'4""",0,428,-,48,37,14,13,49,20,14
1790,Mpoku,76,LM,,900,3,4,M \ L,79,78,74,79,51,76,"180cm | 5'10""",0,437,-,77,72,39,71,80,75,75
1791,Mendy,76,CDM,,750,3,3,M \ H,75,55,71,74,76,79,"168cm | 5'6""",0,430,-,78,85,79,36,75,68,51
1792,Aziz,76,CB,,950,2,3,M \ H,77,32,54,60,77,79,"183cm | 6'0""",0,379,-,70,72,79,24,77,44,26
1793,Brouwers,76,CB,,700,2,3,M \ M,36,46,44,41,80,72,"192cm | 6'3""",0,319,-,40,43,81,41,39,34,54
1794,Moras,76,CB,,700,2,3,L \ H,54,21,53,46,80,70,"193cm | 6'3""",0,324,-,33,33,81,29,54,47,14
1795,De Maio,76,CB,,1.2K,2,3,M \ H,67,31,37,38,77,83,"189cm | 6'2""",0,333,-,57,45,79,19,68,34,20
1796,Stoch,76,LM,,750,4,4,H \ L,88,76,71,80,28,52,"169cm | 5'6""",0,395,-,85,89,24,74,88,65,72
1797,Bruma,76,LW,,750,4,4,H \ M,93,66,70,84,28,62,"173cm | 5'8""",0,403,-,92,90,21,68,93,67,63
1798,Ansotegi,76,CB,,700,2,2,L \ M,43,33,52,42,80,78,"192cm | 6'3""",0,328,-,31,32,82,39,54,47,24
1799,Fletcher,76,ST,,700,2,3,M \ L,69,75,60,71,31,73,"186cm | 6'1""",0,379,-,76,65,23,78,69,67,80
1800,Musa,76,ST,,1.7K,4,3,H \ M,93,76,65,82,28,53,"168cm | 5'6""",1,397,-,90,88,20,79,92,66,78
1801,Torsiglieri,76,CB,,800,2,3,M \ M,37,44,61,48,80,80,"190cm | 6'2""",0,350,-,41,34,81,40,41,54,39
1802,Michel Macedo,76,RB,,700,2,3,H \ M,88,46,63,71,71,79,"176cm | 5'9""",0,418,-,87,79,67,62,92,54,41
1803,Marega,76,ST,,750,2,3,M \ M,84,75,47,69,29,84,"186cm | 6'1""",0,388,-,75,54,23,73,85,56,77
1804,Olic,76,ST,,700,3,4,H \ H,72,78,63,70,36,81,"182cm | 5'11""",0,400,-,72,75,21,78,75,65,78
1805,Sinclair,76,LW,,900,4,2,H \ M,88,73,68,81,33,61,"177cm | 5'9""",0,404,-,90,81,19,76,88,69,74
1806,Depoitre,76,ST,,700,2,3,H \ H,73,73,62,64,37,86,"188cm | 6'2""",0,395,-,39,36,15,77,73,80,75
1807,Diego Capel,76,LM,,700,4,2,H \ M,87,66,68,85,43,51,"173cm | 5'8""",0,400,-,93,94,32,73,83,64,64
1808,Suk Hyun Jun,76,ST,,700,3,4,H \ M,74,78,62,74,35,80,"190cm | 6'2""",0,403,-,64,53,25,76,75,68,79
1809,Assou-Ekotto,76,LB,,750,2,3,H \ H,81,56,73,76,76,77,"180cm | 5'10""",0,439,-,74,82,79,60,81,63,40
