,Rat,Position,Skils,Weak_Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina,Player_Height
2350,76,ST,3,3,91,73,63,75,34,78,29,66,73.0,79.0,75.0,66.0,60.0,77.0,180
2351,76,CB,2,3,81,47,66,66,76,77,31,71,80.0,72.0,68.0,83.0,61.0,87.0,178
2352,76,ST,4,3,89,77,56,73,31,62,34,64,49.0,85.0,73.0,74.0,49.0,75.0,170
2353,76,ST,4,4,89,74,64,84,23,62,30,79,50.0,77.0,86.0,62.0,55.0,62.0,178
2354,76,ST,3,4,83,74,61,75,26,80,34,90,74.0,70.0,74.0,73.0,57.0,76.0,182
2355,76,CM,3,2,72,60,71,76,73,81,28,76,65.0,54.0,77.0,74.0,77.0,86.0,188
2356,76,LM,4,4,93,71,64,82,44,63,29,68,66.0,86.0,78.0,52.0,56.0,81.0,173
2357,76,LM,4,4,90,69,70,83,34,56,28,66,59.0,92.0,80.0,75.0,62.0,67.0,171
2358,76,RW,4,3,92,71,67,80,35,61,30,71,55.0,91.0,77.0,63.0,67.0,75.0,166
2359,76,LW,3,3,91,67,70,80,36,50,29,68,49.0,92.0,76.0,67.0,66.0,56.0,172
2360,76,CB,2,3,76,32,47,60,76,79,28,83,77.0,58.0,63.0,84.0,47.0,75.0,185
2361,76,CAM,5,4,73,68,77,79,27,53,31,73,48.0,79.0,78.0,52.0,74.0,64.0,177
2362,76,LB,3,2,92,48,64,73,73,70,29,67,73.0,82.0,73.0,84.0,68.0,79.0,171
2363,76,LM,3,4,88,68,70,79,50,70,34,65,60.0,83.0,75.0,75.0,68.0,80.0,171
2364,76,CM,3,4,75,80,76,74,58,66,27,72,65.0,60.0,75.0,38.0,77.0,76.0,188
2365,76,RB,2,3,84,50,61,69,74,72,29,74,74.0,70.0,68.0,74.0,66.0,83.0,178
2366,76,RM,2,3,81,63,72,75,71,78,28,81,68.0,64.0,76.0,82.0,70.0,86.0,183
2367,76,RB,4,4,87,63,67,77,68,79,29,70,88.0,81.0,78.0,81.0,63.0,91.0,173
2368,76,CB,2,3,75,37,50,58,78,72,30,75,66.0,51.0,62.0,71.0,65.0,69.0,184
2369,76,RM,4,4,90,68,69,79,26,67,29,75,73.0,74.0,75.0,74.0,65.0,76.0,179
2370,76,ST,3,3,85,76,66,74,43,70,32,74,50.0,74.0,72.0,90.0,63.0,85.0,174
2371,76,CAM,3,3,86,74,74,77,57,76,31,76,69.0,67.0,80.0,71.0,74.0,81.0,180
2372,76,CB,2,3,75,51,66,70,76,73,25,79,68.0,59.0,75.0,69.0,75.0,74.0,182
2373,76,LW,4,4,93,71,69,79,34,63,26,63,42.0,76.0,75.0,75.0,68.0,80.0,174
2374,76,RM,4,4,86,72,67,79,33,79,24,84,63.0,73.0,82.0,73.0,70.0,81.0,185
2375,76,RB,3,3,89,53,63,76,69,67,28,67,65.0,77.0,74.0,76.0,53.0,85.0,177
2377,76,ST,3,3,84,75,69,82,34,64,24,78,62.0,62.0,83.0,61.0,56.0,64.0,183
2378,76,ST,3,3,90,73,66,79,31,65,24,70,55.0,76.0,77.0,72.0,56.0,79.0,180
2382,76,LM,4,4,93,70,70,80,29,62,24,70,58.0,78.0,76.0,56.0,62.0,73.0,181
2384,76,ST,3,3,87,75,61,75,22,67,25,77,56.0,70.0,75.0,58.0,58.0,65.0,187
2385,76,RM,4,3,92,65,68,83,40,54,27,66,39.0,82.0,82.0,48.0,63.0,68.0,175
2387,76,CF,3,4,38,72,84,81,16,46,39,80,29.0,73.0,88.0,34.0,80.0,34.0,175
2388,76,ST,2,3,84,73,57,76,24,67,31,69,34.0,78.0,78.0,85.0,35.0,85.0,178
2389,76,LM,3,3,84,62,72,77,48,69,28,66,62.0,77.0,78.0,65.0,73.0,91.0,178
2390,76,RW,3,2,82,67,69,81,17,50,28,65,60.0,86.0,79.0,43.0,56.0,69.0,171
2391,76,CDM,2,3,76,50,72,77,68,77,24,75,85.0,68.0,79.0,60.0,75.0,87.0,183
2392,76,CDM,2,2,64,52,68,66,73,81,32,80,75.0,62.0,70.0,66.0,77.0,86.0,188
2393,76,RM,4,4,83,69,70,79,20,61,24,71,53.0,84.0,75.0,61.0,66.0,74.0,171
2395,76,CB,2,3,72,45,46,56,74,78,28,88,71.0,52.0,71.0,86.0,49.0,73.0,196
2396,76,LB,3,3,72,62,71,74,73,73,35,76,73.0,49.0,74.0,72.0,72.0,75.0,183
2397,76,RB,2,3,89,51,67,74,70,80,31,70,76.0,79.0,74.0,93.0,68.0,90.0,176
2398,76,CB,2,3,54,45,53,43,78,72,33,83,85.0,66.0,61.0,74.0,53.0,52.0,185
2399,76,CM,2,5,73,69,73,73,73,81,30,71,71.0,74.0,76.0,84.0,76.0,94.0,182
2400,76,RB,2,3,79,60,69,68,74,80,31,84,83.0,53.0,71.0,69.0,71.0,78.0,186
2401,76,CAM,3,4,87,73,69,76,32,74,27,74,66.0,80.0,76.0,84.0,59.0,82.0,177
2402,76,CDM,4,4,68,62,69,76,71,75,28,74,66.0,69.0,82.0,77.0,74.0,80.0,181
2403,76,CB,2,3,77,55,61,68,76,77,26,81,79.0,68.0,71.0,55.0,68.0,82.0,190
2404,76,CF,3,3,83,72,69,78,31,63,27,76,55.0,75.0,77.0,59.0,62.0,68.0,183
2405,76,CDM,2,3,69,57,66,73,74,76,32,70,78.0,78.0,77.0,73.0,62.0,86.0,175
2406,76,ST,3,2,57,76,68,68,48,75,37,80,63.0,35.0,73.0,62.0,58.0,65.0,192
2407,76,CB,2,2,53,62,66,57,78,78,35,84,78.0,33.0,63.0,36.0,66.0,57.0,192
2408,76,CAM,3,2,72,70,76,75,60,66,30,72,53.0,72.0,78.0,62.0,77.0,84.0,183
2409,76,RW,3,3,71,75,78,75,50,75,32,77,69.0,73.0,78.0,72.0,70.0,90.0,177
2411,76,LB,2,3,83,39,68,74,74,78,30,79,66.0,64.0,72.0,84.0,63.0,82.0,182
2412,76,RM,3,4,74,65,77,79,58,58,29,70,50.0,84.0,77.0,54.0,77.0,66.0,174
2413,76,ST,2,3,83,75,61,75,30,72,30,74,56.0,72.0,77.0,78.0,49.0,80.0,179
2414,76,ST,3,3,84,72,69,74,53,68,33,63,50.0,84.0,74.0,95.0,73.0,83.0,169
2415,76,CAM,3,3,77,69,73,76,37,64,32,71,73.0,78.0,74.0,44.0,70.0,74.0,171
2416,76,LM,3,4,77,71,70,81,29,54,27,61,44.0,82.0,81.0,66.0,62.0,63.0,173
2417,76,ST,2,3,86,77,61,61,35,88,30,80,86.0,58.0,59.0,70.0,55.0,89.0,183
2418,76,CAM,3,4,66,69,78,73,63,74,36,68,70.0,63.0,74.0,76.0,73.0,84.0,185
2419,76,CDM,2,4,60,52,63,68,75,84,26,82,80.0,52.0,73.0,80.0,71.0,80.0,190
2420,76,LB,3,3,88,54,65,77,70,75,28,66,75.0,77.0,72.0,67.0,56.0,91.0,175
2422,76,ST,3,3,82,76,68,79,29,61,25,68,63.0,82.0,79.0,76.0,58.0,76.0,176
2423,76,RB,2,4,92,54,63,71,70,60,28,63,68.0,85.0,71.0,79.0,64.0,85.0,173
2425,76,ST,3,4,88,68,70,79,50,70,34,65,60.0,83.0,75.0,75.0,68.0,80.0,171
2428,76,RM,3,4,91,72,66,76,31,66,33,76,69.0,70.0,73.0,89.0,52.0,72.0,183
2442,76,CAM,3,3,86,74,74,77,57,76,31,76,69.0,67.0,80.0,71.0,74.0,81.0,180
2443,76,ST,3,3,87,75,61,75,22,67,25,77,56.0,70.0,75.0,58.0,58.0,65.0,187
2444,76,CAM,3,4,74,65,77,79,58,58,29,70,50.0,84.0,77.0,54.0,77.0,66.0,174
2445,75,LW,5,3,85,66,68,82,29,62,26,77,43.0,57.0,85.0,48.0,61.0,68.0,183
2446,75,ST,3,4,90,70,64,78,24,62,25,75,60.0,77.0,77.0,77.0,55.0,67.0,180
2447,75,LB,2,2,84,70,70,77,71,73,28,70,65.0,74.0,76.0,69.0,68.0,75.0,179
2448,75,RB,3,3,87,59,68,67,72,67,37,74,69.0,73.0,68.0,70.0,71.0,80.0,177
2449,75,RM,5,3,78,68,70,82,42,64,35,71,77.0,75.0,79.0,57.0,69.0,67.0,177
2450,75,CB,3,4,79,59,73,76,76,71,35,65,76.0,83.0,77.0,87.0,73.0,82.0,174
2451,75,CDM,2,3,51,48,59,62,74,89,27,85,91.0,41.0,66.0,75.0,64.0,85.0,189
2452,75,CM,2,2,82,66,75,78,63,78,25,70,74.0,86.0,78.0,78.0,76.0,88.0,175
2453,75,RB,2,4,87,63,70,71,70,79,26,80,83.0,65.0,70.0,74.0,73.0,89.0,184
2454,75,CM,3,3,89,68,74,76,57,60,27,61,55.0,82.0,75.0,70.0,70.0,71.0,177
2455,75,LB,2,2,87,67,71,76,69,74,35,73,70.0,80.0,74.0,76.0,71.0,88.0,174
2456,75,LB,3,2,88,62,67,74,71,73,31,67,73.0,78.0,72.0,86.0,74.0,85.0,175
2457,75,CB,2,3,47,52,53,56,75,85,33,79,68.0,50.0,68.0,55.0,56.0,91.0,189
2458,75,LW,4,2,87,71,66,78,33,60,32,63,45.0,80.0,76.0,64.0,49.0,78.0,173
2459,75,CB,2,3,57,64,73,66,73,77,34,79,89.0,62.0,71.0,82.0,80.0,69.0,184
2460,75,ST,3,3,91,74,60,70,23,75,30,78,61.0,76.0,69.0,70.0,51.0,79.0,180
2461,75,CAM,4,5,84,61,72,81,28,53,29,61,44.0,92.0,80.0,54.0,67.0,69.0,171
2462,75,RB,2,3,88,54,66,72,70,73,32,67,80.0,82.0,73.0,83.0,66.0,84.0,175
2463,75,CB,2,3,74,55,54,61,72,84,32,85,78.0,42.0,67.0,80.0,61.0,81.0,192
2464,75,RB,4,4,82,66,70,78,69,70,28,69,67.0,86.0,76.0,79.0,67.0,87.0,171
2465,75,RB,2,3,89,46,62,71,69,77,31,70,74.0,76.0,71.0,90.0,63.0,87.0,176
2466,75,RB,3,3,86,58,69,73,70,70,33,70,71.0,76.0,71.0,76.0,66.0,83.0,178
2467,75,CB,2,3,63,36,50,44,75,83,33,85,70.0,32.0,54.0,85.0,64.0,76.0,196
2468,75,LM,4,3,91,70,62,76,41,73,34,70,60.0,75.0,75.0,85.0,58.0,80.0,176
2469,75,CB,2,3,66,49,64,55,76,76,34,85,70.0,46.0,63.0,54.0,66.0,69.0,189
2470,75,CB,2,3,75,43,66,60,75,75,32,74,72.0,70.0,69.0,80.0,73.0,73.0,184
2471,75,CM,3,3,82,67,71,77,72,74,31,71,72.0,82.0,75.0,90.0,72.0,88.0,173
2472,75,LB,3,3,88,52,58,75,70,80,30,72,72.0,71.0,72.0,82.0,51.0,90.0,172
2473,75,LM,3,4,91,70,66,76,23,65,30,68,59.0,70.0,75.0,56.0,66.0,77.0,177
2474,75,LB,2,4,85,62,65,72,70,72,33,69,78.0,84.0,72.0,82.0,65.0,89.0,170
2475,75,ST,2,3,91,74,65,72,46,63,30,70,51.0,81.0,66.0,84.0,63.0,78.0,173
2476,75,CAM,3,3,88,67,70,76,36,58,29,69,36.0,86.0,77.0,55.0,65.0,70.0,165
2477,75,RW,3,3,92,71,66,77,37,78,31,80,66.0,54.0,79.0,77.0,51.0,79.0,188
2478,75,RW,3,2,89,67,65,80,38,60,29,63,50.0,86.0,74.0,50.0,62.0,70.0,176
2479,75,ST,4,3,85,75,72,79,32,71,26,72,69.0,74.0,83.0,68.0,69.0,73.0,180
2480,75,LB,2,2,80,47,58,63,75,85,28,85,91.0,55.0,68.0,76.0,48.0,79.0,183
2481,75,CDM,2,4,76,70,72,74,67,85,31,80,79.0,55.0,76.0,80.0,74.0,90.0,185
2482,75,CDM,3,3,55,65,84,73,65,66,37,70,68.0,66.0,80.0,34.0,86.0,68.0,183
2483,75,RM,3,2,93,70,63,77,28,65,35,70,58.0,80.0,73.0,68.0,49.0,83.0,175
2484,75,LB,2,4,84,57,65,62,74,76,35,77,78.0,67.0,66.0,73.0,69.0,81.0,184
2485,75,ST,3,3,73,74,52,67,34,78,31,87,55.0,31.0,71.0,54.0,34.0,73.0,203
2493,75,RB,2,3,74,38,61,66,76,76,34,77,78.0,82.0,63.0,79.0,57.0,80.0,177
2494,75,CDM,2,3,60,38,64,61,74,81,30,83,77.0,59.0,71.0,68.0,69.0,76.0,183
2495,75,LW,3,4,79,72,71,78,35,66,27,81,59.0,68.0,81.0,56.0,71.0,71.0,181
2496,75,CM,3,4,68,62,73,77,68,77,26,84,79.0,77.0,79.0,64.0,74.0,79.0,185
2497,75,CM,3,5,69,72,72,73,63,78,31,70,85.0,77.0,74.0,70.0,73.0,77.0,178
2499,75,RM,3,4,89,70,70,75,35,71,30,75,56.0,71.0,74.0,52.0,66.0,73.0,183
2500,75,ST,3,3,87,74,66,80,25,55,30,77,49.0,72.0,81.0,48.0,60.0,66.0,179
2501,75,CM,2,3,69,67,72,70,71,74,37,76,76.0,58.0,76.0,72.0,76.0,78.0,185
2502,75,CB,2,3,54,47,56,55,76,73,37,78,69.0,58.0,62.0,89.0,69.0,60.0,185
2503,75,CM,2,3,73,60,70,75,70,73,26,73,79.0,85.0,75.0,80.0,73.0,82.0,176
2504,75,CM,3,3,77,55,72,77,65,69,25,63,72.0,95.0,78.0,31.0,79.0,80.0,167
2505,75,LB,2,3,78,38,66,68,72,79,27,87,72.0,52.0,69.0,58.0,67.0,89.0,191
2506,75,CB,2,2,66,37,55,57,76,76,35,82,79.0,56.0,58.0,81.0,63.0,70.0,184
2507,75,CB,2,3,44,31,58,46,78,67,38,79,75.0,68.0,64.0,63.0,56.0,51.0,183
2508,75,CDM,2,3,63,54,68,71,73,71,25,78,69.0,69.0,72.0,64.0,68.0,78.0,184
2509,75,CDM,2,3,60,60,66,63,72,83,35,74,93.0,66.0,69.0,78.0,70.0,90.0,182
2511,75,CB,2,3,62,36,60,65,74,74,27,72,79.0,49.0,76.0,78.0,69.0,71.0,185
2512,75,LM,3,2,86,71,69,74,41,77,30,75,71.0,65.0,77.0,72.0,71.0,62.0,188
2513,75,RB,2,2,62,51,70,65,75,68,35,79,48.0,33.0,73.0,37.0,72.0,61.0,189
2514,75,LB,2,3,74,61,65,70,71,79,30,68,85.0,69.0,75.0,83.0,63.0,80.0,177
2515,75,ST,4,2,82,73,62,79,27,57,26,69,41.0,75.0,80.0,55.0,54.0,58.0,175
2516,75,ST,3,3,82,75,66,76,35,60,26,70,58.0,74.0,74.0,76.0,61.0,64.0,174
2517,75,RM,4,3,80,65,73,79,32,60,33,65,61.0,80.0,77.0,70.0,74.0,70.0,175
2519,75,CB,2,4,71,33,52,54,75,71,26,81,70.0,54.0,75.0,68.0,69.0,65.0,186
2520,75,CF,3,5,74,68,64,79,35,67,31,71,67.0,74.0,77.0,84.0,50.0,69.0,182
2521,75,ST,3,5,76,75,66,70,28,83,32,80,78.0,63.0,68.0,73.0,57.0,92.0,187
2522,75,CDM,2,3,56,62,70,68,72,83,40,88,80.0,53.0,71.0,76.0,71.0,69.0,189
2523,75,ST,3,4,75,75,58,70,30,68,36,70,60.0,81.0,68.0,71.0,45.0,76.0,173
2524,75,CB,2,3,71,39,61,56,72,81,31,79,85.0,61.0,66.0,70.0,69.0,73.0,191
2525,75,CB,2,3,71,34,58,63,75,73,32,79,73.0,72.0,64.0,84.0,61.0,65.0,181
2526,75,ST,4,3,83,72,55,75,24,73,32,77,59.0,62.0,72.0,84.0,43.0,70.0,189
2527,75,RM,2,3,85,72,72,70,37,67,32,72,35.0,66.0,69.0,50.0,67.0,83.0,178
2528,75,RM,4,4,91,70,68,78,32,66,31,66,63.0,78.0,75.0,69.0,62.0,75.0,171
2529,75,ST,3,3,78,74,71,76,24,68,30,73,63.0,77.0,74.0,66.0,69.0,72.0,183
2531,75,RM,4,4,92,66,67,77,46,68,30,68,64.0,96.0,71.0,99.0,67.0,89.0,165
2532,75,ST,3,4,84,76,54,72,25,61,31,73,46.0,81.0,68.0,71.0,52.0,66.0,177
2533,75,CAM,3,3,89,68,74,76,57,60,27,61,55.0,82.0,75.0,70.0,70.0,71.0,177
2535,75,LW,5,4,86,70,68,83,32,53,33,70,43.0,76.0,78.0,51.0,61.0,72.0,178
2536,75,ST,5,4,79,77,67,81,29,56,28,76,39.0,72.0,77.0,71.0,57.0,63.0,180
2537,75,LM,3,2,93,70,63,77,28,65,35,70,58.0,80.0,73.0,68.0,49.0,83.0,175
2542,75,RW,4,3,85,75,72,79,32,71,26,72,69.0,74.0,83.0,68.0,69.0,73.0,180
2544,75,RM,3,2,86,71,69,74,41,77,30,75,71.0,65.0,77.0,72.0,71.0,62.0,188
2545,75,LM,5,3,78,68,70,82,42,64,35,71,77.0,75.0,79.0,57.0,69.0,67.0,177
2551,75,CM,3,3,82,67,71,77,72,74,31,71,72.0,82.0,75.0,90.0,72.0,88.0,173
2552,75,RM,3,2,89,67,65,80,38,60,29,63,50.0,86.0,74.0,50.0,62.0,70.0,176
2554,94,LW,5,4,90,93,82,90,33,80,36,80,63.0,63.0,93.0,95.0,77.0,92.0,185
2555,94,ST,5,4,90,93,82,90,33,80,36,80,63.0,63.0,93.0,95.0,77.0,92.0,185
2556,93,RW,4,4,89,90,86,95,26,61,34,72,48.0,95.0,95.0,68.0,87.0,73.0,170
2558,92,ST,4,4,82,90,79,86,42,81,34,86,78.0,60.0,91.0,69.0,64.0,89.0,182
2559,92,LW,5,5,92,84,79,94,30,60,29,68,56.0,82.0,95.0,61.0,75.0,78.0,175
2560,91,ST,3,4,81,88,75,86,38,82,33,79,80.0,80.0,89.0,84.0,65.0,79.0,185
2562,91,LW,4,4,90,83,85,93,32,68,30,76,55.0,91.0,93.0,60.0,81.0,81.0,173
2563,91,CAM,4,5,76,85,90,87,48,76,30,68,68.0,76.0,89.0,65.0,85.0,88.0,181
2564,90,CB,3,3,76,63,71,72,88,83,35,75,84.0,60.0,84.0,93.0,72.0,84.0,183
2565,90,ST,3,4,79,87,70,83,25,74,34,87,50.0,69.0,85.0,79.0,59.0,72.0,184
2566,90,CM,3,5,50,81,88,81,73,70,31,78,60.0,69.0,89.0,32.0,93.0,77.0,182
2567,90,LW,4,4,90,82,84,92,32,66,30,76,54.0,91.0,92.0,59.0,81.0,79.0,173
2571,89,CB,2,2,74,46,56,60,90,85,37,85,92.0,64.0,57.0,89.0,59.0,68.0,187
2572,89,ST,4,4,87,88,75,89,23,72,33,70,63.0,91.0,89.0,80.0,63.0,74.0,173
2573,89,RW,4,3,94,87,84,86,57,76,32,74,65.0,65.0,87.0,85.0,80.0,76.0,183
2574,89,CM,4,4,73,75,86,89,72,65,36,65,62.0,94.0,92.0,67.0,83.0,82.0,174
2575,89,LM,4,3,86,84,80,89,40,78,33,62,80.0,87.0,87.0,85.0,73.0,85.0,169
2577,89,CAM,4,5,75,84,88,85,45,75,30,68,68.0,75.0,87.0,65.0,84.0,87.0,181
2579,89,CAM,4,2,68,74,88,89,39,62,35,67,51.0,91.0,92.0,67.0,79.0,79.0,173
2580,89,CAM,4,3,86,86,84,91,25,67,28,73,48.0,85.0,93.0,75.0,73.0,83.0,177
2581,89,CB,2,3,65,58,76,73,90,77,33,92,66.0,58.0,78.0,68.0,86.0,66.0,191
2584,88,RM,4,2,86,86,81,90,32,63,37,80,47.0,91.0,89.0,61.0,71.0,68.0,180
2585,88,ST,4,4,65,88,81,82,32,82,40,95,84.0,41.0,88.0,69.0,76.0,71.0,195
2586,88,CB,3,3,72,56,73,74,88,79,37,79,77.0,68.0,80.0,93.0,81.0,74.0,183
2588,88,CAM,4,2,71,74,87,86,24,58,33,76,48.0,70.0,90.0,52.0,84.0,69.0,180
2589,88,CB,2,3,64,58,75,72,89,76,33,92,66.0,58.0,77.0,68.0,85.0,66.0,191
2590,88,CB,2,3,65,48,65,64,88,78,35,78,86.0,58.0,76.0,89.0,70.0,67.0,186
2591,88,CB,2,4,75,50,72,68,88,84,33,90,82.0,53.0,71.0,75.0,80.0,74.0,192
2592,88,CB,2,3,68,54,70,71,87,81,34,85,82.0,52.0,75.0,85.0,85.0,73.0,190
2593,88,ST,3,4,96,84,75,81,37,71,32,80,43.0,70.0,82.0,77.0,64.0,79.0,187
2594,88,CM,5,3,72,75,85,90,62,63,30,70,57.0,86.0,92.0,75.0,90.0,75.0,174
2595,88,ST,4,3,86,85,78,87,30,68,30,72,69.0,80.0,86.0,87.0,75.0,76.0,174
2597,88,CAM,4,3,86,85,81,91,24,67,28,73,48.0,85.0,93.0,75.0,71.0,83.0,177
2599,88,CM,5,4,76,79,86,85,68,88,28,84,75.0,61.0,90.0,85.0,90.0,91.0,191
2600,88,CDM,3,3,82,66,76,81,82,84,30,68,90.0,91.0,79.0,79.0,80.0,94.0,168
2601,88,CAM,4,5,75,80,89,85,47,63,29,76,44.0,82.0,88.0,57.0,86.0,90.0,182
2602,88,ST,3,4,73,89,75,81,42,84,28,86,74.0,63.0,84.0,70.0,69.0,86.0,188
2604,88,ST,3,3,77,85,73,81,42,82,34,71,85.0,59.0,81.0,89.0,50.0,93.0,184
2607,87,CM,4,4,71,70,87,90,58,58,37,68,58.0,84.0,94.0,52.0,86.0,58.0,171
2608,87,CB,2,3,65,61,69,66,86,76,34,85,72.0,42.0,78.0,74.0,80.0,66.0,194
2610,87,CAM,4,2,68,72,87,87,38,61,35,67,51.0,89.0,90.0,66.0,79.0,78.0,173
2611,87,CM,3,3,65,84,86,82,60,66,33,78,67.0,66.0,87.0,44.0,92.0,76.0,184
2612,87,CM,3,5,74,80,84,84,68,70,34,79,56.0,66.0,87.0,71.0,82.0,85.0,183
2613,87,LB,4,4,78,69,80,85,82,79,33,75,84.0,82.0,88.0,77.0,76.0,81.0,174
2614,87,ST,3,3,77,83,72,80,42,81,34,71,84.0,59.0,80.0,88.0,50.0,92.0,184
2615,87,CDM,3,4,75,81,80,79,83,84,34,75,93.0,77.0,83.0,82.0,82.0,91.0,180
2616,87,CAM,4,5,75,78,88,84,47,63,29,76,44.0,82.0,87.0,57.0,86.0,90.0,182
2617,87,CM,5,4,74,79,84,84,68,88,28,84,75.0,61.0,89.0,85.0,88.0,91.0,191
2618,87,CM,3,4,65,59,84,89,79,68,29,60,89.0,94.0,88.0,64.0,89.0,77.0,165
2619,87,CDM,3,3,81,66,75,80,81,84,30,68,90.0,90.0,79.0,79.0,79.0,94.0,168
2620,87,CF,4,4,90,83,81,90,36,56,34,61,60.0,93.0,88.0,61.0,75.0,76.0,169
2621,87,LW,4,3,90,77,84,91,25,51,30,59,34.0,95.0,92.0,54.0,74.0,76.0,163
2622,87,CDM,3,3,40,62,79,78,82,81,33,76,85.0,57.0,84.0,66.0,79.0,88.0,189
2623,87,LB,3,3,93,70,77,83,82,74,32,68,77.0,87.0,84.0,83.0,71.0,92.0,170
2625,87,LW,4,4,82,80,84,89,35,65,29,68,55.0,93.0,89.0,59.0,78.0,81.0,171
2629,86,CB,2,3,68,50,57,61,86,80,38,81,94.0,49.0,62.0,76.0,61.0,62.0,188
2630,86,LM,5,4,82,76,83,89,25,58,38,72,52.0,91.0,90.0,34.0,75.0,64.0,170
2631,86,CM,3,3,63,77,88,81,60,64,34,77,45.0,77.0,86.0,68.0,90.0,80.0,180
2632,86,ST,4,4,78,84,77,82,22,74,34,79,65.0,60.0,86.0,70.0,47.0,73.0,187
2633,86,CB,2,3,71,49,60,68,88,77,37,78,83.0,57.0,72.0,82.0,69.0,65.0,186
2634,86,CB,2,3,78,52,55,61,87,84,33,85,91.0,68.0,58.0,87.0,64.0,74.0,186
2635,86,CF,4,4,90,82,79,89,36,55,34,61,59.0,92.0,88.0,60.0,74.0,75.0,169
2636,86,CB,2,3,50,60,69,66,86,80,33,81,91.0,58.0,71.0,83.0,74.0,64.0,190
2637,86,CM,3,3,78,80,78,82,81,83,33,77,88.0,84.0,85.0,76.0,81.0,94.0,176
2638,86,ST,3,4,75,83,65,76,40,88,33,87,93.0,52.0,83.0,64.0,52.0,83.0,186
2639,86,CB,3,3,70,64,74,71,84,81,34,84,86.0,56.0,79.0,80.0,78.0,76.0,189
2640,86,CB,2,3,66,58,72,66,87,80,32,91,81.0,50.0,70.0,81.0,81.0,76.0,187
2641,86,LM,4,4,88,87,84,85,39,64,32,75,49.0,81.0,85.0,72.0,80.0,68.0,180
2642,86,LW,4,4,82,78,83,88,35,64,29,68,55.0,92.0,88.0,59.0,78.0,80.0,171
2643,86,CDM,3,3,40,59,79,74,82,81,33,76,85.0,55.0,80.0,66.0,79.0,88.0,189
2644,86,CF,3,4,77,82,77,78,46,71,32,75,57.0,72.0,82.0,81.0,68.0,90.0,186
2645,86,LB,3,3,86,65,77,81,81,84,30,81,82.0,79.0,81.0,79.0,71.0,93.0,181
2646,86,ST,3,4,83,85,70,74,34,84,28,94,72.0,47.0,75.0,71.0,68.0,80.0,190
2647,86,LB,3,4,86,73,81,80,82,74,29,76,69.0,77.0,83.0,82.0,80.0,87.0,180
2648,86,CM,4,3,71,83,82,89,54,62,29,74,58.0,85.0,91.0,64.0,85.0,71.0,176
2649,86,CAM,4,3,76,85,85,83,40,68,30,75,65.0,75.0,85.0,54.0,80.0,68.0,180
2650,86,ST,3,4,71,87,72,79,42,83,28,86,74.0,62.0,82.0,70.0,67.0,85.0,188
2653,86,CB,3,3,79,55,77,74,87,79,32,78,81.0,73.0,79.0,76.0,77.0,89.0,178
2654,86,CM,4,4,74,70,87,86,71,70,31,70,68.0,79.0,89.0,61.0,85.0,79.0,180
2655,86,LM,4,5,86,81,80,84,43,76,32,79,59.0,69.0,86.0,83.0,73.0,87.0,186
2656,86,ST,3,4,79,85,61,78,28,72,28,75,56.0,78.0,79.0,94.0,54.0,72.0,181
2657,86,LB,3,3,81,62,78,78,83,80,36,73,82.0,60.0,81.0,63.0,77.0,92.0,182
2658,86,CDM,2,3,63,69,74,72,86,87,29,80,88.0,57.0,78.0,88.0,84.0,85.0,184
2661,85,CB,2,3,71,34,57,65,88,73,40,87,70.0,64.0,65.0,85.0,65.0,46.0,187
2662,85,CB,2,3,63,54,65,65,84,83,35,85,87.0,42.0,68.0,71.0,66.0,74.0,193
2663,85,LB,3,3,79,62,77,78,82,79,36,73,81.0,60.0,81.0,63.0,77.0,91.0,182
2665,85,CDM,2,2,78,67,77,76,82,84,34,70,85.0,79.0,77.0,84.0,79.0,94.0,175
2666,85,CB,2,3,67,65,72,70,85,81,34,88,83.0,55.0,74.0,83.0,74.0,79.0,189
2667,85,CM,4,4,78,72,83,84,76,74,35,73,78.0,79.0,85.0,68.0,85.0,81.0,180
2668,85,CM,4,4,74,70,86,86,67,69,31,70,68.0,79.0,89.0,61.0,85.0,78.0,180
2669,85,RW,5,2,86,77,82,85,47,68,33,75,73.0,79.0,85.0,72.0,79.0,78.0,180
2670,85,CB,3,3,79,55,74,74,86,78,32,78,80.0,73.0,79.0,76.0,74.0,88.0,178
2671,85,CM,4,4,71,74,83,87,64,71,31,80,68.0,81.0,88.0,62.0,83.0,71.0,180
2672,85,LB,3,3,93,69,75,82,81,72,32,68,75.0,86.0,83.0,81.0,70.0,90.0,170
2673,85,CB,2,2,56,32,44,55,86,84,33,80,86.0,55.0,59.0,82.0,59.0,72.0,190
2677,85,RM,4,5,86,79,80,86,54,70,32,75,69.0,85.0,87.0,71.0,72.0,86.0,177
2679,85,ST,4,3,86,83,71,85,38,77,30,73,70.0,84.0,84.0,76.0,59.0,80.0,175
2680,85,LW,4,3,90,74,82,89,25,50,30,59,34.0,93.0,90.0,53.0,73.0,75.0,163
2681,85,CDM,2,3,62,68,74,72,84,86,29,80,87.0,57.0,78.0,87.0,84.0,85.0,184
2682,85,CB,2,3,79,45,61,65,84,79,28,78,77.0,47.0,77.0,80.0,76.0,68.0,191
